QT000033|Qualifier|(Arachis hypogaea+Glycine max+Pisum sativum) Antibody.immunoglobulin E:Presence or Threshold:Point in time:Serum:Ordinal:Multidisk|LNC|C0798419|Maximum|026
QT000034|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Ab.IgE.RAST class:PrThr:Pt:Ser:Ord:Multidisk|LNC|C4264846|Maximum|026
QT000035|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Ab.IgE:ACnc:Pt:Ser:Qn:Multidisk|LNC|C1978633|Maximum|026
QT000036|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Ab.IgE:PrThr:Pt:Ser:Ord:Multidisk|LNC|C1316857|Maximum|026
QT000037|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Antibody.immunoglobulin E.RAST class:Presence or Threshold:Point in time:Serum:Ordinal:Multidisk|LNC|C4264846|Maximum|026
QT000038|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Antibody.immunoglobulin E:Arbitrary Concentration:Point in time:Serum:Quantitative:Multidisk|LNC|C1978633|Maximum|026
QT000039|Qualifier|(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Antibody.immunoglobulin E:Presence or Threshold:Point in time:Serum:Ordinal:Multidisk|LNC|C1316857|Maximum|026
QT000040|Qualifier|(Fagopyrum esculentum+Glycine max+Oryza sativa+Sesamum indicum+Triticum aestivum) Ab.IgE:PrThr:Pt:Ser:Ord:Multidisk|LNC|C0798392|Maximum|026
QT000041|Qualifier|(Fagopyrum esculentum+Glycine max+Oryza sativa+Sesamum indicum+Triticum aestivum) Antibody.immunoglobulin E:Presence or Threshold:Point in time:Serum:Ordinal:Multidisk|LNC|C0798392|Maximum|026
QT000042|Qualifier|([D]Debility, unspecified) or ([D] Self neglect) (situation)|SNOMEDCT_US|C3714552|Weakness|031
QT000043|Qualifier|([D]Debility, unspecified) or ([D] Self neglect)|SNOMEDCT_US|C3714552|Weakness|031
QT000044|Qualifier|*Arbitrary|HL7V2.5|C1264693|Measurement property|010
QT000045|Qualifier|*Arbitrary|HL7V2.5|C1264693|Measurement property|010
QT000046|Qualifier|*Dilution Factor (Titer)|HL7V2.5|C0475208|Measurement property|010
QT000047|Qualifier|*Dilution Factor (Titer)|HL7V2.5|C0475208|Measurement property|010
QT000048|Qualifier|*Entitic|HL7V2.5|C1304535|Measurement property|010
QT000049|Qualifier|*Entitic|HL7V2.5|C1304535|Measurement property|010
QT000050|Qualifier|*Mass Increment|HL7V2.5|C1264694|Measurement property|010
QT000051|Qualifier|*Mass Increment|HL7V2.5|C1264694|Measurement property|010
QT000052|Qualifier|*Mass|HL7V2.5|C1306372|Measurement property|010
QT000053|Qualifier|*Mass|HL7V2.5|C1306372|Measurement property|010
QT000054|Qualifier|*Pressure (Partial)|HL7V2.5|C0030604|Measurement property|010
QT000055|Qualifier|*Pressure (Partial)|HL7V2.5|C0030604|Measurement property|010
QT000056|Qualifier|*Substance Amount|HL7V2.5|C1264637|Measurement property|010
QT000057|Qualifier|*Substance Amount|HL7V2.5|C1264637|Measurement property|010
QT000058|Qualifier|*Substance Concentration Increment|HL7V2.5|C1264654|Measurement property|010
QT000059|Qualifier|*Substance Concentration Increment|HL7V2.5|C1264654|Measurement property|010
QT000060|Qualifier|*Time (e.g. seconds)|HL7V2.5|C0040223|Measurement property|010
QT000061|Qualifier|*Time (e.g. seconds)|HL7V2.5|C0040223|Measurement property|010
QT000062|Qualifier|*Volume|HL7V2.5|C0449468|Measurement property|010
QT000063|Qualifier|*Volume|HL7V2.5|C0449468|Measurement property|010
QT000064|Qualifier|+ (qualifier value)|SNOMEDCT_US|C2724207|Presence findings|005
QT000065|Qualifier|++ (qualifier value)|SNOMEDCT_US|C2724208|Presence findings|005
QT000066|Qualifier|+++ (qualifier value)|SNOMEDCT_US|C2724205|Presence findings|005
QT000067|Qualifier|++++ (qualifier value)|SNOMEDCT_US|C0442725|Presence findings|005
QT000068|Qualifier|++++|SNOMEDCT_US|C0442725|Presence findings|005
QT000069|Qualifier|+++|SNOMEDCT_US|C2724205|Presence findings|005
QT000070|Qualifier|++|SNOMEDCT_US|C2724208|Presence findings|005
QT000071|Qualifier|+|SNOMEDCT_US|C2724207|Presence findings|005
QT000072|Qualifier|1:03 (qualifier value)|SNOMEDCT_US|C0450341|Ratio value|019
QT000073|Qualifier|1:03 (qualifier value)|SNOMEDCT_US|C0450341|Ratio value|019
QT000074|Qualifier|1:03|SNOMEDCT_US|C0450341|Ratio value|019
QT000075|Qualifier|1:03|SNOMEDCT_US|C0450341|Ratio value|019
QT000076|Qualifier|1:06 (qualifier value)|SNOMEDCT_US|C0450342|Ratio value|019
QT000077|Qualifier|1:06 (qualifier value)|SNOMEDCT_US|C0450342|Ratio value|019
QT000078|Qualifier|1:06|SNOMEDCT_US|C0450342|Ratio value|019
QT000079|Qualifier|1:06|SNOMEDCT_US|C0450342|Ratio value|019
QT000080|Qualifier|1:1.5 (qualifier value)|SNOMEDCT_US|C0450340|Ratio value|019
QT000081|Qualifier|1:1.5 (qualifier value)|SNOMEDCT_US|C0450340|Ratio value|019
QT000082|Qualifier|1:1.5|SNOMEDCT_US|C0450340|Ratio value|019
QT000083|Qualifier|1:1.5|SNOMEDCT_US|C0450340|Ratio value|019
QT000084|Qualifier|1:9 (qualifier value)|SNOMEDCT_US|C0450343|Ratio value|019
QT000085|Qualifier|1:9 (qualifier value)|SNOMEDCT_US|C0450343|Ratio value|019
QT000086|Qualifier|1:9|SNOMEDCT_US|C0450343|Ratio value|019
QT000087|Qualifier|1:9|SNOMEDCT_US|C0450343|Ratio value|019
QT000088|Qualifier|< (qualifier value)|SNOMEDCT_US|C0439092|Mathematical sign|027
QT000089|Qualifier|< (qualifier value)|SNOMEDCT_US|C0439092|Mathematical sign|027
QT000090|Qualifier|<= (qualifier value)|SNOMEDCT_US|C0439090|Mathematical sign|027
QT000091|Qualifier|<= (qualifier value)|SNOMEDCT_US|C0439090|Mathematical sign|027
QT000092|Qualifier|<=|SNOMEDCT_US|C0439090|Mathematical sign|027
QT000093|Qualifier|<=|SNOMEDCT_US|C0439090|Mathematical sign|027
QT000094|Qualifier|<|SNOMEDCT_US|C0439092|Mathematical sign|027
QT000095|Qualifier|<|SNOMEDCT_US|C0439092|Mathematical sign|027
QT000096|Qualifier|= (qualifier value)|SNOMEDCT_US|C0439089|Mathematical sign|027
QT000097|Qualifier|= (qualifier value)|SNOMEDCT_US|C0439089|Mathematical sign|027
QT000098|Qualifier|=|SNOMEDCT_US|C0439089|Mathematical sign|027
QT000099|Qualifier|=|SNOMEDCT_US|C0439089|Mathematical sign|027
QT000100|Qualifier|> (qualifier value)|SNOMEDCT_US|C0439093|Mathematical sign|027
QT000101|Qualifier|> (qualifier value)|SNOMEDCT_US|C0439093|Mathematical sign|027
QT000102|Qualifier|>= (qualifier value)|SNOMEDCT_US|C0439091|Mathematical sign|027
QT000103|Qualifier|>= (qualifier value)|SNOMEDCT_US|C0439091|Mathematical sign|027
QT000104|Qualifier|>=|SNOMEDCT_US|C0439091|Mathematical sign|027
QT000105|Qualifier|>=|SNOMEDCT_US|C0439091|Mathematical sign|027
QT000106|Qualifier|>|SNOMEDCT_US|C0439093|Mathematical sign|027
QT000107|Qualifier|>|SNOMEDCT_US|C0439093|Mathematical sign|027
QT000108|Qualifier|A wave reversal.max:Vel:Pt:Hepatic vein:Qn:US.doppler|LNC|C0944922|Maximum|026
QT000109|Qualifier|A wave reversal.max:Vel:Pt:Pulmonary vein:Qn:US.doppler|LNC|C0944902|Maximum|026
QT000110|Qualifier|A wave reversal.max:Velocity:Point in time:Hepatic vein:Quantitative:Ultrasound.doppler|LNC|C0944922|Maximum|026
QT000111|Qualifier|A wave reversal.max:Velocity:Point in time:Pulmonary vein:Quantitative:Ultrasound.doppler|LNC|C0944902|Maximum|026
QT000112|Qualifier|A wave reversal.max^expiration:Vel:Pt:Hepatic vein:Qn:US.doppler|LNC|C0944928|Maximum|026
QT000113|Qualifier|A wave reversal.max^expiration:Velocity:Point in time:Hepatic vein:Quantitative:Ultrasound.doppler|LNC|C0944928|Maximum|026
QT000114|Qualifier|A wave reversal.max^inspiration:Vel:Pt:Hepatic vein:Qn:US.doppler|LNC|C0944925|Maximum|026
QT000115|Qualifier|A wave reversal.max^inspiration:Velocity:Point in time:Hepatic vein:Quantitative:Ultrasound.doppler|LNC|C0944925|Maximum|026
QT000116|Qualifier|A wave.max:Vel:Pt:Heart.valve.XXX:Qn:US|LNC|C2923405|Maximum|026
QT000117|Qualifier|A wave.max:Vel:Pt:Mitral valve:Qn:US.doppler|LNC|C0801028|Maximum|026
QT000118|Qualifier|A wave.max:Vel:Pt:Mitral valve^Fetus:Qn:US.doppler|LNC|C0551760|Maximum|026
QT000119|Qualifier|A wave.max:Vel:Pt:Tricuspid valve:Qn:US.doppler|LNC|C0801079|Maximum|026
QT000120|Qualifier|A wave.max:Vel:Pt:Tricuspid valve^Fetus:Qn:US.doppler|LNC|C0551762|Maximum|026
QT000121|Qualifier|A wave.max:Velocity:Point in time:Heart.valve.To be specified in another part of the message:Quantitative:Ultrasound|LNC|C2923405|Maximum|026
QT000122|Qualifier|A wave.max:Velocity:Point in time:Mitral valve:Quantitative:Ultrasound.doppler|LNC|C0801028|Maximum|026
QT000123|Qualifier|A wave.max:Velocity:Point in time:Mitral valve^Fetus:Quantitative:Ultrasound.doppler|LNC|C0551760|Maximum|026
QT000124|Qualifier|A wave.max:Velocity:Point in time:Tricuspid valve:Quantitative:Ultrasound.doppler|LNC|C0801079|Maximum|026
QT000125|Qualifier|A wave.max:Velocity:Point in time:Tricuspid valve^Fetus:Quantitative:Ultrasound.doppler|LNC|C0551762|Maximum|026
QT000126|Qualifier|ABNORM DEEP TENDON REFLEX|MSH|C0743002|Hyperreflexia|034
QT000127|Qualifier|ABNORM REFLEXES|MSH|C0034933|Hyperreflexia|034
QT000128|Qualifier|ABNORM REFLEXES|MSH|C0034933|Observation of reflex|026
QT000129|Qualifier|ABNORM REFLEXES|MSH|C0034933|Observation of reflex|026
QT000130|Qualifier|ABNORM REFLEX|MSH|C0034933|Hyperreflexia|034
QT000131|Qualifier|ABNORM REFLEX|MSH|C0034933|Observation of reflex|026
QT000132|Qualifier|ABNORM REFLEX|MSH|C0034933|Observation of reflex|026
QT000133|Qualifier|AGE|NCI_FDA|C0001779|Descriptors|028
QT000134|Qualifier|AGE|NCI_FDA|C0001779|Descriptors|028
QT000135|Qualifier|AJ - Ankle jerk|SNOMEDCT_US|C0234171|Observation of reflex|026
QT000136|Qualifier|ALT (Study max) SerPl w/o P-5'-P-cCnc|LNC|C1716002|Maximum|026
QT000137|Qualifier|ALT No additional P-5'-P (Stdy maximum) [Catalytic activity/Vol]|LNC|C1716002|Maximum|026
QT000138|Qualifier|AO root Vmax sys DOP|LNC|C0801212|Maximum|026
QT000139|Qualifier|APER|SNOMEDCT_US|C0700364|Descriptors|028
QT000140|Qualifier|APER|SNOMEDCT_US|C0700364|Descriptors|028
QT000141|Qualifier|APER|SNOMEDCT_US|C0700364|Measurement property|010
QT000142|Qualifier|APER|SNOMEDCT_US|C0700364|Measurement property|010
QT000143|Qualifier|ARB|SNOMEDCT_US|C1264693|Measurement property|010
QT000144|Qualifier|ARB|SNOMEDCT_US|C1264693|Measurement property|010
QT000145|Qualifier|AST (Stdy maximum) [Catalytic activity/Vol]|LNC|C1716003|Maximum|026
QT000146|Qualifier|AST (Study max) SerPl-cCnc|LNC|C1716003|Maximum|026
QT000147|Qualifier|AV Cusp sep.max US|LNC|C0801046|Maximum|026
QT000148|Qualifier|AV Max grad sys Simp Bern|LNC|C4050482|Maximum|026
QT000149|Qualifier|AV Max press grad sys DOP V1V2|LNC|C0801110|Maximum|026
QT000150|Qualifier|AV Max press grad sys Simp Bern|LNC|C0801111|Maximum|026
QT000151|Qualifier|AV Max regurg press gradient US+Calc|LNC|C0803064|Maximum|026
QT000152|Qualifier|AV Max regurg vel dias|LNC|C4069752|Maximum|026
QT000153|Qualifier|AV Vmax @ stenosis DOP|LNC|C0802998|Maximum|026
QT000154|Qualifier|AV Vmax sys DOP|LNC|C0551825|Maximum|026
QT000155|Qualifier|AV Vmax sys|LNC|C4069743|Maximum|026
QT000156|Qualifier|AV reg Vmax dias DOP|LNC|C0802988|Maximum|026
QT000157|Qualifier|Ability interpretation value (qualifier value)|SNOMEDCT_US|C1299580|Interpretation value|003
QT000158|Qualifier|Ability interpretation value (qualifier value)|SNOMEDCT_US|C1299580|Interpretation value|003
QT000159|Qualifier|Ability interpretation value|SNOMEDCT_US|C1299580|Interpretation value|003
QT000160|Qualifier|Ability interpretation value|SNOMEDCT_US|C1299580|Interpretation value|003
QT000161|Qualifier|Ability to change between near and distance vision|SNOMEDCT_US|C0000936|Observation of reflex|026
QT000162|Qualifier|Abnormal (modifier) (qualifier value)|SNOMEDCT_US|C0205161|Hyperreflexia|034
QT000163|Qualifier|Abnormal (modifier) (qualifier value)|SNOMEDCT_US|C0205161|Normality findings|004
QT000164|Qualifier|Abnormal (modifier) (qualifier value)|SNOMEDCT_US|C0205161|Normality findings|004
QT000165|Qualifier|Abnormal (modifier) [Ambiguous]|SNOMEDCT_US|C0205161|Hyperreflexia|034
QT000166|Qualifier|Abnormal (modifier) [Ambiguous]|SNOMEDCT_US|C0205161|Normality findings|004
QT000167|Qualifier|Abnormal (modifier) [Ambiguous]|SNOMEDCT_US|C0205161|Normality findings|004
QT000168|Qualifier|Abnormal (qualifier value)|SNOMEDCT_US|C0205161|Hyperreflexia|034
QT000169|Qualifier|Abnormal (qualifier value)|SNOMEDCT_US|C0205161|Normality findings|004
QT000170|Qualifier|Abnormal (qualifier value)|SNOMEDCT_US|C0205161|Normality findings|004
QT000171|Qualifier|Abnormal Deep Tendon Reflex|MSH|C0743002|Hyperreflexia|034
QT000172|Qualifier|Abnormal Reflexes|MSH|C0034933|Hyperreflexia|034
QT000173|Qualifier|Abnormal Reflexes|MSH|C0034933|Observation of reflex|026
QT000174|Qualifier|Abnormal Reflexes|MSH|C0034933|Observation of reflex|026
QT000175|Qualifier|Abnormal Reflex|MSH|C0034933|Hyperreflexia|034
QT000176|Qualifier|Abnormal Reflex|MSH|C0034933|Observation of reflex|026
QT000177|Qualifier|Abnormal Reflex|MSH|C0034933|Observation of reflex|026
QT000178|Qualifier|Abnormal postural reflex (finding)|SNOMEDCT_US|C0234155|Observation of reflex|026
QT000179|Qualifier|Abnormal postural reflex|SNOMEDCT_US|C0234155|Observation of reflex|026
QT000180|Qualifier|Abnormal presence of (qualifier value)|SNOMEDCT_US|C0332198|Presence findings|005
QT000181|Qualifier|Abnormal presence of (qualifier value)|SNOMEDCT_US|C0332198|Presence findings|005
QT000182|Qualifier|Abnormal presence of|SNOMEDCT_US|C0332198|Presence findings|005
QT000183|Qualifier|Abnormal presence of|SNOMEDCT_US|C0332198|Presence findings|005
QT000184|Qualifier|Abnormal pyramidal sign|HPO|C0234132|Hyperreflexia|034
QT000185|Qualifier|Abnormal ratio (qualifier value)|SNOMEDCT_US|C0332199|Ratio value|019
QT000186|Qualifier|Abnormal ratio (qualifier value)|SNOMEDCT_US|C0332199|Ratio value|019
QT000187|Qualifier|Abnormal ratio|SNOMEDCT_US|C0332199|Ratio value|019
QT000188|Qualifier|Abnormal ratio|SNOMEDCT_US|C0332199|Ratio value|019
QT000189|Qualifier|Abnormal reflex (finding)|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000190|Qualifier|Abnormal reflex (finding)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000191|Qualifier|Abnormal reflex (finding)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000192|Qualifier|Abnormal reflex [D] (finding)|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000193|Qualifier|Abnormal reflex [D] (finding)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000194|Qualifier|Abnormal reflex [D] (finding)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000195|Qualifier|Abnormal reflex [D] (situation)|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000196|Qualifier|Abnormal reflex [D] (situation)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000197|Qualifier|Abnormal reflex [D] (situation)|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000198|Qualifier|Abnormal reflex [D]|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000199|Qualifier|Abnormal reflex [D]|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000200|Qualifier|Abnormal reflex [D]|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000201|Qualifier|Abnormal reflex, NOS|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000202|Qualifier|Abnormal reflex, NOS|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000203|Qualifier|Abnormal reflex, NOS|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000204|Qualifier|Abnormal reflexes|LCH_NW|C0034933|Hyperreflexia|034
QT000205|Qualifier|Abnormal reflexes|LCH_NW|C0034933|Observation of reflex|026
QT000206|Qualifier|Abnormal reflexes|LCH_NW|C0034933|Observation of reflex|026
QT000207|Qualifier|Abnormal reflex|HPO|C0034933|Hyperreflexia|034
QT000208|Qualifier|Abnormal reflex|HPO|C0034933|Observation of reflex|026
QT000209|Qualifier|Abnormal reflex|HPO|C0034933|Observation of reflex|026
QT000210|Qualifier|Abnormal reflex|ICD10CM|C0034933|Hyperreflexia|034
QT000211|Qualifier|Abnormal reflex|ICD10CM|C0034933|Observation of reflex|026
QT000212|Qualifier|Abnormal reflex|ICD10CM|C0034933|Observation of reflex|026
QT000213|Qualifier|Abnormal reflex|ICD9CM|C0034933|Hyperreflexia|034
QT000214|Qualifier|Abnormal reflex|ICD9CM|C0034933|Observation of reflex|026
QT000215|Qualifier|Abnormal reflex|ICD9CM|C0034933|Observation of reflex|026
QT000216|Qualifier|Abnormal reflex|SNOMEDCT_US|C0034933|Hyperreflexia|034
QT000217|Qualifier|Abnormal reflex|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000218|Qualifier|Abnormal reflex|SNOMEDCT_US|C0034933|Observation of reflex|026
QT000219|Qualifier|Abnormal result (qualifier value)|SNOMEDCT_US|C0459424|Result comments|020
QT000220|Qualifier|Abnormal result (qualifier value)|SNOMEDCT_US|C0459424|Result comments|020
QT000221|Qualifier|Abnormal result|SNOMEDCT_US|C0459424|Result comments|020
QT000222|Qualifier|Abnormal result|SNOMEDCT_US|C0459424|Result comments|020
QT000223|Qualifier|Abnormal superficial reflex|HPO|C4703560|Hyperreflexia|034
QT000224|Qualifier|Abnormally high (qualifier value)|SNOMEDCT_US|C1299351|Hyperreflexia|034
QT000225|Qualifier|Abnormally high|MTH|C1299351|Hyperreflexia|034
QT000226|Qualifier|Abnormally high|SNOMEDCT_US|C1299351|Hyperreflexia|034
QT000227|Qualifier|Abnormal|LNC|C0205161|Hyperreflexia|034
QT000228|Qualifier|Abnormal|LNC|C0205161|Normality findings|004
QT000229|Qualifier|Abnormal|LNC|C0205161|Normality findings|004
QT000230|Qualifier|Abnormal|MTH|C0205161|Hyperreflexia|034
QT000231|Qualifier|Abnormal|MTH|C0205161|Normality findings|004
QT000232|Qualifier|Abnormal|MTH|C0205161|Normality findings|004
QT000233|Qualifier|Abnormal|NCI|C0205161|Hyperreflexia|034
QT000234|Qualifier|Abnormal|NCI|C0205161|Normality findings|004
QT000235|Qualifier|Abnormal|NCI|C0205161|Normality findings|004
QT000236|Qualifier|Abnormal|SNOMEDCT_US|C0205161|Hyperreflexia|034
QT000237|Qualifier|Abnormal|SNOMEDCT_US|C0205161|Normality findings|004
QT000238|Qualifier|Abnormal|SNOMEDCT_US|C0205161|Normality findings|004
QT000239|Qualifier|Aborted|SNOMEDCT_US|C4318470|Order status values|015
QT000240|Qualifier|Aborted|SNOMEDCT_US|C4318470|Order status values|015
QT000241|Qualifier|Abrupt onset (contextual qualifier) (qualifier value)|SNOMEDCT_US|C1276802|Special information qualifier|024
QT000242|Qualifier|Abrupt onset of|SNOMEDCT_US|C1276802|Special information qualifier|024
QT000243|Qualifier|Abrupt onset|SNOMEDCT_US|C1276802|Special information qualifier|024
QT000244|Qualifier|Absence findings|RMD|C0442733|Absence findings|001
QT000245|Qualifier|Absence of direct light pupillary reflex (finding)|SNOMEDCT_US|C0522341|Observation of reflex|026
QT000246|Qualifier|Absence of direct light pupillary reflex|SNOMEDCT_US|C0522341|Observation of reflex|026
QT000247|Qualifier|Absence of light reflex|SNOMEDCT_US|C0522341|Observation of reflex|026
QT000248|Qualifier|Absence of reflex|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000249|Qualifier|Absence of reflex|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000250|Qualifier|Absence of|SNOMEDCT_US|C0332197|Absence findings|001
QT000251|Qualifier|Absence of|SNOMEDCT_US|C0332197|Absence findings|001
QT000252|Qualifier|Absent (qualifier value)|SNOMEDCT_US|C0332197|Absence findings|001
QT000253|Qualifier|Absent (qualifier value)|SNOMEDCT_US|C0332197|Absence findings|001
QT000254|Qualifier|Absent Reflex|MSH|C0234146|Observation of reflex|026
QT000255|Qualifier|Absent Reflex|MSH|C0234146|Observation of reflex|026
QT000256|Qualifier|Absent or decreased deep tendon reflexes|HPO|C1866934|Hyperreflexia|034
QT000257|Qualifier|Absent reflex (finding)|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000258|Qualifier|Absent reflex (finding)|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000259|Qualifier|Absent reflexes|HPO|C0234146|Observation of reflex|026
QT000260|Qualifier|Absent reflexes|HPO|C0234146|Observation of reflex|026
QT000261|Qualifier|Absent reflex|MTH|C0234146|Observation of reflex|026
QT000262|Qualifier|Absent reflex|MTH|C0234146|Observation of reflex|026
QT000263|Qualifier|Absent reflex|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000264|Qualifier|Absent reflex|SNOMEDCT_US|C0234146|Observation of reflex|026
QT000265|Qualifier|Absent|LNC|C0332197|Absence findings|001
QT000266|Qualifier|Absent|LNC|C0332197|Absence findings|001
QT000267|Qualifier|Absent|MTH|C0332197|Absence findings|001
QT000268|Qualifier|Absent|MTH|C0332197|Absence findings|001
QT000269|Qualifier|Absent|NCI|C0332197|Absence findings|001
